,cX,cY,topoSig
998,16,20,11000000000000000000000000000000011111111111110000000000000000001111100001111111000000000000000000011111111111100000000000000000000000111100000000000000000000000000111000000111000000000000000000000000111111110000000000000000000000000000111100000000000000000000000000011111000000000000000000000011111111110000000000000000
999,12,18,000000000000100000000001000000000000110000111111000000000000111110000011000000000000000011111111000000000000000000011111000000000000000000001111000000000000111111111111000000000000000111111000000000000000111111111111
1000,12,18,111111111111000000000000100000000001000000000000110000111111000000000000111110000011000000000000000011111111000000000000000000011111000000000000000000001111000000000000111111111111000000000000000111111000000000000000
1001,15,20,000000000000000011100000011111000000000000000111111111110111000000000000000001111111111111000000000000000111111111111110000000000000000111111110000000000000000000000111110000000011000000000000000111111100000000000000000000000111111111000000000000000000000000000111111111000000000000000111000000000000
1002,19,20,11001110111111111000000000000000000000011110000000011111100000000000000000001111111111111101111000000000000000000000011111111111111110000000000000000000111111111111111111000000000000000000001111111111100000000000000000000000000011111100000000001110000000000000000000111111111100000000000000000000000000001111111111110000000000000000000000000000000000011111111110000000000000000000
1003,10,18,001111111100000000001111111110000000000000000011110000000000111110011100000000001110000000000000000011110000000000000000111111111100000000000111111100000000000011111111110000000000
1004,13,17,00000000000000011111111111000000000000011111100000110000000000000011110000011100000000000000000000011111000000000000011110001111110000000000000000000000000100000000000000001111111111000000000000011111111100000000000000000
1005,15,18,011111110000000000000000000000000111111111111000000000000000111111100000011000000000000000001111000000111000000000000000000000000011111000000000000000111110000111111000000000000000000000000000001000000000000000000011111111111000000000000000111111111110000000000000000000
1006,12,18,000000000000000000001111000000000000111111111000000000000000000011111111000000000000111110000000000000000000000000111111000000000000101111111110000000000000111000000000000000000000111111111100000000000000000000011111
1007,13,18,001111110000000000000000000000000001111000000000000011111111110000000000000000000001111111100000000000001111110000000000000000000000000001111110000000000000100111111111000000000000001111000000000000000000000011111111111000000000000000
1008,11,18,000000000000011111111100000000000111000000000000000000011111111111000000000001111110011100000000000111110000010000000000000000001111000000000000000000001100000000000111100000000000000000001111111111
1009,13,18,100000011110000000000000000011111111111000000000000011100000000000000000000000111111111111100000000000001111110001111000000000000011111000000010000000000000000000001111100000000000000000000000111000000000000011110000000000000000000000
1010,10,18,000000000000001111110000000000111000000000000000000111111111000000000000111111110000000000000000111100000000001111111001000000000011111111000000000000000001111100000000001111111111
1011,10,17,00000000000000111111000000000011100000000000000000011111111100000000000011111111000000000000000011110000000000111111100100000000001111111100000000000000000111110000000000
1012,11,18,000000000001111111110000000000000000000111110000000000011111001111000000000001110000000000000000000111100000000000000000011111111111000000000000111111100000000000000111111111110000000000011000000001
1013,19,20,00000011111111100000000000000000000000100111111111110000000000000000000000000000000000000000111000000000000000000011110000000000000000000000000000000000111111111111100000000000000000000000000000000000111111111000000000000000000000111111100000000000000000000000000000000000001111111111000000000000000000000000000111101111111000000000000000000011111000000000000110000000000000000000
1014,13,16,0000000000000111100001111100000000000001111111000000000000000000011100000000000000000000000000001111110000000000000001111111110000000000000000011000000000000000000000000111111111101100000000000001000001111110
1015,11,16,11111111110000000000001110001111100000000000111110000000000000000011000000000000000000000000111110000000000000111111100000000000000010000000000000000000001111111101100000000000
1016,13,14,00000000000001000011111111000000000000011110000001110000000000000000000000000100000000000000011111100000000000000000011111100000110000000000000111111101111100000000000000001111110000
1017,13,14,11111111001110000000000000100011111111100000000000001110000001111000000000000000000000000010000000000000001111100000000000000000001111100000011000000000000011111101111110000000000000
1018,9,16,000000000111111100000000000001110000000000000000111111000000000111111111000000000000011111000000000111111110000000000111111111000000000011111000
